English,Russian,ramification,разветвление
English,Russian,birdie,птичка
English,Russian,feasibility,целесообразность
English,Russian,span,оболочка
English,Russian,juncture,стык
English,Russian,endure,терпеть
English,Russian,preach,проповедуйте
English,Russian,dispensing advice,раздачи совет
English,Russian,wipe,протрите
English,Russian,finesse,утонченность
English,Russian,insulation,изоляция
English,Russian,Cleverness,Остроумие
English,Russian,Cleverness,Одаренность
English,Russian,corollary,следствием
English,Russian,pick,выбрать
English,Russian,elapse,пройти
English,Russian,rigorous,строгое
English,Russian,exhibit,выставить
English,Russian,arbitrary,произвольное
English,Russian,ramification,ветвления
English,Russian,ties,связи
English,Russian,subtle,тонкое
English,Russian,clairvoyant,ясновидящая
English,Russian,inferior,хуже
English,Russian,sensible,разумным
English,Russian,plausible,правдоподобным
English,Russian,myopic,близорукий
English,Russian,recall,"напомним,"
English,Russian,coins,монеты
English,Russian,potion,зелье
English,Russian,consecutive,подряд
English,Russian,score,оценка
English,Russian,punt,плоскодонки
English,Russian,seek out,искать
English,Russian,ray of hope,Луч надежды
English,Russian,ray,луч
English,Russian,evident,"очевидно,"
English,Russian,accommodate,разместить
English,Russian,appreciate,оценить
English,Russian,booking,бронирование
Russian,English,действовать,act
Russian,English,количество очков,score
English,Russian,bookkeeping,бухгалтерия
English,Russian,so far,до сих пор
English,Russian,subtle,тонкий
Russian,English,всасывать,suck
English,Russian,wind up,заводить
English,Russian,throttled,задушил
English,Russian,with regards to,по отношению к
English,Russian,Whereas,в то время как
English,Russian,paced,темп
English,Russian,digressions,экскурсы
English,Russian,contend for,бороться за
English,Russian,mandatory,обязательный
English,Russian,stacking,укладка
English,Russian,peculiarities,особенности
English,Russian,demanding,требующий
English,Russian,along with,вместе с
English,Russian,implode,взрываться
English,Russian,Arbitrarily,произвольно
English,Russian,leaps,прыжки
English,Russian,grief,горе
English,Russian,zip,застежка-молния
English,Russian,Fancy,воображение
English,Russian,cheap,дешево
English,Russian,rebels,повстанцы
English,Russian,shame,позор
English,Russian,defied,бросил вызов
English,Russian,blow up,взорвать
English,Russian,hush,тишина
English,Russian,your hands will be tied,Ваши руки будут связаны
English,Russian,as a last resort,в крайнем случае
English,Russian,Flawed,Проблемные
English,Russian,Handling Ambiguity,Обращение Неоднозначность
English,Russian,tackle,снасти
English,Russian,advise,консультировать
English,Russian,slacks,широкие брюки
English,Russian,teammate,товарищ по команде
English,Russian,horribly,ужасно
English,Russian,Sloppy,небрежный
English,Russian,favor,благоприятствовать
English,Russian,Rehearse,репетировать
English,Russian,perks,льготы
English,Russian,Crowd,толпы
English,Russian,tough,тяжелый
English,Russian,ambiguous,двусмысленный
English,Russian,regretfully,с сожалением
English,Russian,Frankly,откровенно
English,Russian,Insightful,Проницательный
English,Russian,Genuine,подлинный
English,Russian,influencing,влияющим
English,Russian,wore,носили
English,Russian,hygiene,гигиена
English,Russian,A lack of,Отсутствие
English,Russian,“enthusiastic endorser ”,"""Энтузиазма индоссант"""
English,Russian,arrogance,высокомерие
English,Russian,excel,превосходить
English,Russian,lunch,обед
English,Russian,tough,жестко
English,Russian,disorganized,дезорганизованный
English,Russian,proactive,активно
English,Russian,discouraged,рекомендуется
English,Russian,stress,напряжение
English,Russian,grill,гриль
English,Russian,idiosyncrasies,идиосинкразии
English,Russian,quirks,причуды
English,Russian,sought out,разыскал
English,Russian,wondered,задавались
English,Russian,wondered,"интересно,"
English,Russian,get pounded,загнаны
English,Russian,Likewise,также
English,Russian,varied,разнообразный
English,Russian,sane,здравомыслящий
English,Russian,myriad,мириады
English,Russian,riddled,пронизана
English,Russian,struggled,изо всех сил
English,Russian,twist on,крутить на
English,Russian,Though the interviewers,Хотя интервьюеры
English,Russian,sway,власть
English,Russian,referred,упоминается
English,Russian,"Were we being too harsh, we wondered?","Если бы мы слишком резок, интересно?"
English,Russian,“passable”,"""Сносно"""
English,Russian,walked out,вышел
English,Russian,well-worth,хорошо стоит
English,Russian,excited,возбужденный
English,Russian,flawlessly,безупречно
English,Russian,Talk Out Loud,Поговорите вслух
English,Russian,neglect,пренебрежение
English,Russian,on the spot,на месте
English,Russian,whip up,на скорую руку
English,Russian,whip up,расшевелить
English,Russian,overwhelming,подавляющий
English,Russian,fledged,оперившийся
English,Russian,collaborator,соратник
English,Russian,forcing,вынуждая
English,Russian,forcing,принуждение
English,Russian,altering,изменяющий
English,Russian,held accountable,привлечены к ответственности
English,Russian,deferred,отложенный
Russian,English,исчерпанный,exhausted
English,Russian,encouraged,поощряется
English,English,baudrate,baudrate
English,Russian,offensive,наступление
English,Russian,carpenter,плотник
English,Russian,followed by,с последующим
English,Russian,presence,наличие
English,Russian,recovery,восстановление
English,Russian,achievements,достижения
English,Russian,idle state,состояние покоя
English,Russian,centigrade,стоградусный
Russian,English,простой,simple
English,Russian,must issue,должен выдать
English,Russian,derive,получать
English,Russian,nonvolatile,энергонезависимый
English,Russian,issue,вопрос
English,Russian,presence,присутствие
English,Russian,retain,сохранять
Russian,English,электронный блокнот,scratchpad
English,Russian,Fluent,беглый
English,Russian,shipment,груз
English,Russian,reside on,находиться на
English,Russian,opposed,против
English,Russian,outlining,изложением
English,Russian,leverage,рычаги
English,Russian,modest,скромный
English,Russian,discrepancy,несоответствие
English,Russian,tweaking,доводка
English,Russian,fancy,воображение
English,Russian,Undeniably,Бесспорно
English,Russian,round,круглый
English,Russian,velocity,скорость
English,Russian,restrictive,ограничительный
English,Russian,oxen,рогатый скот
English,Russian,shovel,лопата
English,Russian,idle,праздный
English,Russian,blossom,цвести
English,Russian,paraphrase,пересказ
English,Russian,flimsy,хлипкий
English,Russian,batch,пакет
English,Russian,food truck,грузовик питания
English,Russian,truck,грузовик
English,Russian,franchise,привилегия
English,Russian,convergence,конвергенция
English,Russian,descent,спуск
English,Russian,tightest,сжатые
English,Russian,surfaces,поверхности
English,Russian,curious,любопытный
English,Russian,sufﬁcient,достаточный
English,Russian,cap,крышка
English,Russian,decree,указ
English,Russian,snowﬂake,снежинка
English,Russian,bear,иметь
English,Russian,tangible,ощутимый
English,Russian,asset,актив
English,Russian,crusade,поход
English,Russian,crusade,крестовый поход
English,Russian,you can’t pay the bills,вы не можете платить по счетам
English,Russian,prudence,благоразумие
English,Russian,Every once in awhile,Каждый раз в некоторое время
English,Russian,Crusader,рыцаря
English,Russian,dull,скучным
English,Russian,dull,тупой
English,Russian,ongoing,постоянный
English,Russian,lucrative,прибыльный
English,Russian,plumbing,водопровод
English,Russian,Cheer up,Не унывайте
English,Russian,Evergreen,вечнозеленый
English,Russian,Upsell,более дорогого товара
English,Russian,Urgency,срочность
English,Russian,excitement,волнение
English,Russian,unmet,неудовлетворенная
English,Russian,thrill,трепет
English,Russian,leap,прыжок
English,Russian,renowned,знаменитый
English,Russian,inevitably,неизбежно
English,Russian,whitewater rafting,сплав по рекам
English,Russian,pursuing,преследуя
English,Russian,worthwhile,стоящее
English,Russian,worthless,никчемный
English,Russian,outraged,возмущены
English,Russian,ethically,этично
English,Russian,dubious,сомнительный
English,Russian,rescind,аннулировать
English,Russian,admission,вход
English,Russian,rescinding,Отмену
English,Russian,fateful,роковой
English,Russian,chaff,отбросы
English,Russian,to wade,пробираться
English,Russian,haphazard,случайный
English,Russian,barefoot,босиком
English,Russian,ragamuffin,оборванец
English,Russian,entrepreneur,предприниматель
English,Russian,gauntlet,рукавица
English,Russian,Frustration leads to burnout.,Разочарование ведет к выгоранию.
English,Russian,ladder,лестница
English,Russian,Climbing,восхождение
English,Russian,died on the vine,умер на корню
English,Russian,vine,лоза
English,Russian,haunting,бродит
English,Russian,vacation,отпуск
English,Russian,tidbit,лакомый кусок
English,Russian,obsession,одержимость
English,Russian,in favor of,в пользу
English,Russian,ship inventory,инвентаризации корабль
English,Russian,scent,запах
English,Russian,shelf,полка
English,Russian,marvel,чудо
English,Russian,stakes,ставки
English,Russian,retailers,розничные
English,Russian,participated,участие
English,Russian,boggled,Поражает
English,Russian,sheer,чистый
English,Russian,swept,прокатилась
English,Russian,expensive credential,дорого учетных
English,Russian,I briefly considered enrolling,Я кратко рассмотрены поступления
English,Russian,peers,сверстники
English,Russian,fast track to corporate success,быстрый трек для успеха организации
English,Russian,burden of debt,бремя задолженности
English,Russian,scholarships,стипендии
English,Russian,freaking out,бесконтрольного поведения
English,Russian,venture off,предприятие от
English,Russian,Uncertainty is an ever-present,Неопределенность является вездесущим
English,Russian,noticing,замечающий
English,Russian,comprehensive,комплексный
English,Russian,rocket,ракета
English,Russian,from solo operations,от персональных операций
English,Russian,that provide most of the value,", которые обеспечивают большую часть стоимости"
English,Russian,difference,разница
English,Russian,"fundamentals of sound business practice,","Основы звучания деловой практики,"
English,Russian,an entrepreneur,предприниматель
English,Russian,accomplish,достичь
English,Russian,accomplish,выполнять
English,Russian,conquered,завоеванный
English,Russian,Bear in mind,Иметь в виду
English,Russian,inkling,намек
English,Russian,deselected,снят
English,Russian,deselected,отменен
English,Russian,insisted,настаивал
English,Russian,valve,кран
English,Russian,moonlighting,совместительство
English,Russian,endeavoured,пытался
English,Russian,KEEP AN AUDIT TRAIL,ХРАНИТЬ аудита
English,Russian,Framing,обрамление
English,Russian,swoop in,напасть в
English,Russian,swoop,наскок
English,Russian,distress,горе
English,Russian,wandering,странствующий
English,Russian,exercise,упражнение
English,Russian,brand−new,совершенно новый
English,Russian,flavor,ароматизатор
English,Russian,compendium,сборник
English,Russian,whether,является ли
English,Russian,Though,хотя
English,Russian,sift,отсеивать
English,Russian,heck,черт возьми
English,Russian,whether,того
English,Russian,triage meeting,сортировка встреча
English,Russian,triage,сортировка
English,Russian,poetry,поэзия
English,Russian,assurance,гарантия
English,Russian,assurance,уверенность
English,Russian,Admittedly,Правда
English,Russian,honed,отточенные
English,Russian,plain got broken,просто сломалась
English,Russian,to hook it up.,подключить его.
English,Russian,untrained,неподготовленный
English,Russian,burst onto,ворвался на
English,Russian,taste,вкус
English,Russian,far−more−intelligent,далеко более-интеллектуальная
English,Russian,pointy−haired,заостренный волосами
English,Russian,pointy,заостренный
English,Russian,unconsciously,бессознательно
English,Russian,early draft,Предварительный проект
English,Russian,temptation,искушение
English,Russian,we're going to have,мы собираемся иметь
English,Russian,reminding,напоминание
English,Russian,struggle,борьба
English,Russian,neglected in the heat of battle,пренебречь в пылу сражения
English,Russian,hasty,поспешный
English,Russian,struggled,боролись
English,Russian,competitors,участники
English,Russian,competitors,конкуренты
English,Russian,But the odds are,"Но вполне вероятно,"
English,Russian,sold,проданный
Russian,English,том,volume
English,Russian,decline,снижение
English,Russian,He has held,Занимал
English,Russian,inspirational,вдохновляющие
English,Russian,recipe,рецепт
English,Russian,numerous,многочисленные
English,Russian,I was at a loss,Я был в недоумении
English,Russian,technician,техник
English,Russian,augmentation,увеличение
English,Russian,negligible,незначительный
English,Russian,versatility,многосторонность
English,Russian,ceteris paribus,при прочих равных условиях
English,Russian,votes,голосов
English,Russian,wealth,богатство
English,Russian,promote,способствовать
English,Russian,equity,капитал
English,Russian,lawyers,юристы
English,Russian,ramification,ветвление
English,Russian,gee,вот здорово
English,Russian,whether,ли
English,Russian,forsake,оставлять
English,Russian,goods,товары
English,Russian,dismal,мрачный
English,Russian,scarcity,дефицит
Russian,English,скрученный,twisted
English,Russian,obtuse,тупой
Russian,English,глупый,stupid
English,Russian,ascent,восхождение
English,Russian,greed,жадность
English,Russian,roamed,бродили
English,Russian,open up,открыть
English,Russian,courage,мужество
English,Russian,upset,расстройство
English,Russian,glove,перчатка
English,Russian,persuade,убеждать
English,Russian,fuel,топливо
English,Russian,ramp,скат
English,Russian,valve,клапан
English,Russian,villain,злодей
English,Russian,possess,обладать
English,Russian,belong,быть связанным
English,Russian,belong,принадлежать
Russian,English,горячий прием,a warm reception
English,Russian,whatever,любой
English,Russian,either,каждый
English,Russian,Unraveling,Раскрытие
English,Russian,idle,холостой ход
English,Russian,dense,густой
English,Russian,sparse,редкий
English,Russian,thaw,таяние
English,Russian,cope,совладать
English,Russian,scarcity,нехватка
English,Russian,farming and mining,сельское хозяйство и горнодобывающая промышленность
English,Russian,charge,взимать
English,Russian,magnitudes,значительность
English,Russian,magnitudes,величины
English,Russian,prayed,молился
English,Russian,obstacle,препятствие
English,Russian,inevitable,неизбежный
English,Russian,shelves,полка
English,Russian,appalling,ужасный
English,Russian,bloat,раздуваться
English,Russian,HINT,намек
English,Russian,literacy,грамотность
English,Russian,guts,внутренности
English,Russian,at most,самое большее
English,Russian,denote,означать
English,Russian,perk,случайный доход
English,Russian,clever,ловкий
English,Russian,nail,гвоздь
English,Russian,nailed,пригвожденный
English,Russian,messy,грязный
English,Russian,winds up,заканчивать
English,Russian,stall,глохнуть
English,Russian,seductive,соблазнительный
English,Russian,striping,чередование
English,Russian,absence of starvation,отсутствие голода
English,Russian,obviate,устранять
English,Russian,impairing,ухудшающий
English,Russian,mundane,земной
English,Russian,leap of faith,прыжок веры
English,Russian,shrank,сократился
English,Russian,opinion,взгляд
English,Russian,harmless,безобидный
English,Russian,exhaust,высасывать
English,Russian,exhaust,выпускной
English,Russian,Establish,установить
English,Russian,accidentally undermining,случайно подрывая
English,Russian,"Nevertheless,","тем не менее,"
English,Russian,bargain,сделка
English,Russian,clamp,зажим
English,Russian,vague,расплывчатый
English,Russian,accident,случайность
English,Russian,stinger,резкий удар
English,Russian,Blurring,нечеткость
English,Russian,Blending,смешивание
English,Russian,justice,справедливость
English,Russian,whoever,кто бы ни
English,Russian,charge,обязанности
English,Russian,beauty,красота
English,Russian,scatter,разброс
English,Russian,precedence,старшинство
English,Russian,silly,простой
English,Russian,crunching,грызть
English,Russian,take care of,заботиться о
English,Russian,take care of,принимать нужные меры
English,Russian,coalesced,объединились
English,Russian,prevalent,распространенный
English,Russian,stencil,трафарет
English,Russian,Arbitrary,произвольный
English,Russian,anticlimactic,разочаровывающим
English,Russian,stall on,срыв на
English,Russian,arose,возник
English,Russian,sparingly,экономно
English,Russian,concise,краткий
English,Russian,Collaboration,сотрудничество
English,Russian,thought,мысль
English,Russian,will issue,выдаст
Irish,Russian,cumbersome for quite a while,"громоздким, довольно долгое время"
Irish,Russian,comprehensive,комплексный
English,Russian,dedicated,убежденный
English,Russian,Oftentimes,много раз
English,Russian,Oftentimes,часто
English,Russian,Fear not,не бойся
English,Russian,refactoring-adverse,рефакторинга вредного
English,Russian,thereby,тем самым
English,Russian,wholly embraces,полностью объятия
English,Russian,rehash of,перепев
English,Russian,spiel,разглагольствовать
English,Russian,comprehensive,всесторонний
English,Russian,would stack up,бы складывают
English,Russian,contention,соревнование
English,Russian,poll,опрос общественного мнения
English,Russian,excels,"выделяется,"
English,Russian,suggestion,предложение
English,Russian,encouraged,ободренный
English,Russian,encouraged,воодушевленный
English,Russian,ejected,выброшенный
English,Russian,substitute,заменитель
English,Russian,mentioning,упоминать
English,Russian,mentioning,отметить
English,Russian,expenditure,расход
English,Russian,inclined to,склонны
English,Russian,fit for,пригодный для
English,Russian,queries,запросы
English,Russian,subtle,утонченный
English,Russian,glaring,яркий
English,Russian,exacerbating load times,усугубляя время загрузки
English,Russian,without overwhelming,без подавляющим
English,Russian,batch,партия
English,Russian,Regardless,несмотря на
English,Russian,lookups,поиски
English,Russian,ultimately,в конечном счете
English,Russian,aptitude,способность
English,Russian,belonged,принадлежал
English,Russian,rejects,отвергает
English,Russian,datastore contention,хранилище конкуренция
English,Russian,prospect of contention,Перспектива разногласий
English,Russian,Although,хотя
English,Russian,evict,выселять
English,Russian,rate,ставка
English,Russian,snipped,опущен
English,Russian,snipped,разрезать ножницами
English,Russian,engaged,занято
English,Russian,throw away,выбросить
English,Russian,snipped,резать
English,Russian,twilight,сумерки
English,Russian,commodity,товар
English,Russian,coach,тренер
English,Russian,pick you up,забрать вас
English,Russian,shake hands,пожать друг другу руки
English,Russian,Yours faithfully,С уважением
English,Russian,irritating,раздражающий
English,Russian,Painful,болезненный
English,Russian,flavors,особенность
English,Russian,flavors,ароматы
English,Russian,succinctly,кратко
English,Russian,expired,истекший
English,Russian,is in charge to check,"отвечает, чтобы проверить"
English,Russian,bootstrap,начальная загрузка
Russian,English,ракурс,perspective
English,Russian,route,курс
English,Russian,get messy very quickly,запутаться очень быстро
English,Russian,From this point onward,С этого момента
English,Russian,opaque,непрозрачный
English,Russian,evicted,выселенный
English,Russian,contention,конкуренция
English,Russian,sparsely,редко
English,Russian,Paginate,нумеровать страницы
English,Russian,replenished,пополнялся
English,Russian,billable,оплачиваемого
English,Russian,residing,находиться
English,Russian,resilient,неунывающий
English,Russian,resilient,упругий
English,Russian,designate,назначать
English,Russian,Greeting,приветствие
English,Russian,jettisoned,отбросил
English,Russian,credentials,полномочия
English,Russian,goodness,доброта
English,Russian,is rather complex,довольно сложная
English,Russian,brand new,новое
English,Russian,proper,правильный
English,Russian,pretend,притворяться
English,Russian,interceptors,перехватчиков
English,Russian,shortcomings,недостатки
English,Russian,realm,область
English,Russian,cumbersome,громоздкий
English,Russian,valet key,камердинер ключ
English,Russian,Valet Key for the Web,Ключевые служащим для веб
English,Russian,legged,бежать
English,Russian,criticism,критика
English,Russian,Expires,истекать
English,Russian,numbness,онемение
English,Russian,shake,трясти
English,Russian,putter,короткая клюшка
English,Russian,gig,острога
English,Russian,fence,забор
English,Russian,grow up,вырастать
English,Russian,blob,капля
English,Russian,Clobbered,полностью разбить
English,Russian,SNAPSHOT,выстрел навскидку
English,Russian,craft,ремесло
English,Russian,Opening up,делать доступным
English,Russian,lacks,недостаток
English,Russian,Ninja,ниндзя
English,Russian,Meanwhile,между тем
English,Russian,tumor,опухоль
English,Russian,reinforcement,усиление
English,Russian,learn from experience,учиться на опыте
English,Russian,learn from,учиться
English,Russian,respect to some,относительно некоторой
English,Russian,rhyme,рифма
English,Russian,pretty,в значительной степени
English,Russian,thick,плотный
English,Russian,thick,толстый
Russian,English,толстый,thick
English,Russian,contamination,заражение
English,Russian,permitted,разрешенный
Russian,English,разозлишь его,piss him off
English,Russian,juveniles,подросток
English,Russian,Fetch,получать
English,Russian,suspect,подозреваемый
English,Russian,advance,наступление
English,Russian,within,внутри
English,Russian,respect at,в отношении
English,Russian,scope,сфера
English,Russian,snapshot,выстрел навскидку
English,Russian,remain,продержаться
English,Russian,secondary,вторичный
English,Russian,approve,одобрять
English,Russian,eligible,могущий быть избранным
English,Russian,eligible,имеющий право
English,Russian,This adds a bit of confusion.,Это добавляет немного путаницы.
English,Russian,Interceptors,Перехватчики
English,Russian,snapshot,выстрел
English,Russian,pitfall with this,ловушка с этим
English,Russian,held on,состоявшейся
English,Russian,held on,состоялось
English,Russian,Persistent,постоянный
English,Russian,unrelated,несвязанный
English,Russian,thought of,думал о
English,Russian,i figured,я понял
English,Russian,screw in me,винт во мне
English,Russian,glut,избыток
English,Russian,figure out,вычислять
English,Russian,lieu of,вместо
English,Russian,arranged in,расположенных в
English,Russian,persistence,настойчивость
English,Russian,tricky,сложный
English,Russian,greeting,приветствие
English,Russian,alongside,рядом
English,Russian,Exclusive,недоступный
English,Russian,Fine-grained,Мелкозернистый
English,Russian,vibrant,вибрирующий
English,Russian,bolstered,укрепил
English,Russian,Vague,расплывчатый
English,Russian,neglected,заброшенный
English,Russian,woefully,удручающе
English,Russian,blur,неясные очертания
English,Russian,"sadly, most underutilized","К сожалению, наиболее недостаточно"
English,Russian,albeit obliquely,хотя и косо
English,Russian,more fragile,более хрупкими
English,Russian,accommodate,согласовывать
English,Russian,prohibited,запрещенный
English,Russian,ad-hoc,специальные
English,Russian,quite,вполне
English,Russian,Not quite,не совсем так
English,Russian,entail,влечь за собой
English,Russian,obeys,подчиняется
English,Russian,adjustable,регулируемый
English,Russian,keystroke,нажатие клавиши
English,Russian,finer grained,мелкозернистых
English,Russian,confined to,ограничивается
English,Russian,tightly bound,тесно связаны
English,Russian,compound,соединение
English,Russian,reasoning about,рассуждения о
English,Russian,Gathering,собирание
English,Russian,support for,поддержка
English,Russian,belonging,принадлежащий
English,Russian,encompass,заключать в себе
English,Russian,sad,грустный
English,Russian,sad,печальный
English,Russian,definitely,определенно
English,Russian,obey,повиноваться
English,Russian,attitude,мироощущение
English,Russian,encompass,охватывать
English,Russian,comprise,содержать
English,Russian,Establish,создавать
English,Russian,undermining,подрывая
English,Russian,fubar,FUBAR
English,English,fubar,fubar
English,Russian,tap-dances,отбивать чечетку
English,Russian,pointless,бессмысленный
English,Russian,descendant,потомок
English,Russian,crucial,решающий
English,Russian,denote,обозначать
English,Russian,lingua franca,общий язык
English,Russian,seed,источник
English,Russian,seed,семена
English,Russian,going to kick off,собирается начать
English,Russian,designates,обозначает
English,Russian,augment,приращение
English,Russian,routes,маршруты
English,Russian,heck,черт
English,Russian,too much of a mess,слишком много беспорядка
English,Russian,bandwagon,фургон с оркестром
English,Russian,at best,в лучшем случае
English,Russian,embodied,воплощенный
English,Russian,confinement,ограничение
English,Russian,confinement,лишение свободы
English,Russian,defensive,оборонительный
